Handle,Title,Body (HTML),Vendor,Type,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Status
decoration-charge-50c,,,,,FALSE,Amount,45.50,DEC-004550,0,,continue,manual,45.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,46.00,DEC-004600,0,,continue,manual,46.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,46.50,DEC-004650,0,,continue,manual,46.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,47.00,DEC-004700,0,,continue,manual,47.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,47.50,DEC-004750,0,,continue,manual,47.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,48.00,DEC-004800,0,,continue,manual,48.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,48.50,DEC-004850,0,,continue,manual,48.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,49.00,DEC-004900,0,,continue,manual,49.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,49.50,DEC-004950,0,,continue,manual,49.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,50.00,DEC-005000,0,,continue,manual,50.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,50.50,DEC-005050,0,,continue,manual,50.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,51.00,DEC-005100,0,,continue,manual,51.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,51.50,DEC-005150,0,,continue,manual,51.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,52.00,DEC-005200,0,,continue,manual,52.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,52.50,DEC-005250,0,,continue,manual,52.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,53.00,DEC-005300,0,,continue,manual,53.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,53.50,DEC-005350,0,,continue,manual,53.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,54.00,DEC-005400,0,,continue,manual,54.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,54.50,DEC-005450,0,,continue,manual,54.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,55.00,DEC-005500,0,,continue,manual,55.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,55.50,DEC-005550,0,,continue,manual,55.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,56.00,DEC-005600,0,,continue,manual,56.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,56.50,DEC-005650,0,,continue,manual,56.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,57.00,DEC-005700,0,,continue,manual,57.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,57.50,DEC-005750,0,,continue,manual,57.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,58.00,DEC-005800,0,,continue,manual,58.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,58.50,DEC-005850,0,,continue,manual,58.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,59.00,DEC-005900,0,,continue,manual,59.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,59.50,DEC-005950,0,,continue,manual,59.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,60.00,DEC-006000,0,,continue,manual,60.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,60.50,DEC-006050,0,,continue,manual,60.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,61.00,DEC-006100,0,,continue,manual,61.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,61.50,DEC-006150,0,,continue,manual,61.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,62.00,DEC-006200,0,,continue,manual,62.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,62.50,DEC-006250,0,,continue,manual,62.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,63.00,DEC-006300,0,,continue,manual,63.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,63.50,DEC-006350,0,,continue,manual,63.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,64.00,DEC-006400,0,,continue,manual,64.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,64.50,DEC-006450,0,,continue,manual,64.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,65.00,DEC-006500,0,,continue,manual,65.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,65.50,DEC-006550,0,,continue,manual,65.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,66.00,DEC-006600,0,,continue,manual,66.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,66.50,DEC-006650,0,,continue,manual,66.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,67.00,DEC-006700,0,,continue,manual,67.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,67.50,DEC-006750,0,,continue,manual,67.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,68.00,DEC-006800,0,,continue,manual,68.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,68.50,DEC-006850,0,,continue,manual,68.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,69.00,DEC-006900,0,,continue,manual,69.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,69.50,DEC-006950,0,,continue,manual,69.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,70.00,DEC-007000,0,,continue,manual,70.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,70.50,DEC-007050,0,,continue,manual,70.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,71.00,DEC-007100,0,,continue,manual,71.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,71.50,DEC-007150,0,,continue,manual,71.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,72.00,DEC-007200,0,,continue,manual,72.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,72.50,DEC-007250,0,,continue,manual,72.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,73.00,DEC-007300,0,,continue,manual,73.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,73.50,DEC-007350,0,,continue,manual,73.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,74.00,DEC-007400,0,,continue,manual,74.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,74.50,DEC-007450,0,,continue,manual,74.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,75.00,DEC-007500,0,,continue,manual,75.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,75.50,DEC-007550,0,,continue,manual,75.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,76.00,DEC-007600,0,,continue,manual,76.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,76.50,DEC-007650,0,,continue,manual,76.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,77.00,DEC-007700,0,,continue,manual,77.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,77.50,DEC-007750,0,,continue,manual,77.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,78.00,DEC-007800,0,,continue,manual,78.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,78.50,DEC-007850,0,,continue,manual,78.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,79.00,DEC-007900,0,,continue,manual,79.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,79.50,DEC-007950,0,,continue,manual,79.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,80.00,DEC-008000,0,,continue,manual,80.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,80.50,DEC-008050,0,,continue,manual,80.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,81.00,DEC-008100,0,,continue,manual,81.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,81.50,DEC-008150,0,,continue,manual,81.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,82.00,DEC-008200,0,,continue,manual,82.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,82.50,DEC-008250,0,,continue,manual,82.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,83.00,DEC-008300,0,,continue,manual,83.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,83.50,DEC-008350,0,,continue,manual,83.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,84.00,DEC-008400,0,,continue,manual,84.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,84.50,DEC-008450,0,,continue,manual,84.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,85.00,DEC-008500,0,,continue,manual,85.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,85.50,DEC-008550,0,,continue,manual,85.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,86.00,DEC-008600,0,,continue,manual,86.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,86.50,DEC-008650,0,,continue,manual,86.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,87.00,DEC-008700,0,,continue,manual,87.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,87.50,DEC-008750,0,,continue,manual,87.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,88.00,DEC-008800,0,,continue,manual,88.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,88.50,DEC-008850,0,,continue,manual,88.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,89.00,DEC-008900,0,,continue,manual,89.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,89.50,DEC-008950,0,,continue,manual,89.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,90.00,DEC-009000,0,,continue,manual,90.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,90.50,DEC-009050,0,,continue,manual,90.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,91.00,DEC-009100,0,,continue,manual,91.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,91.50,DEC-009150,0,,continue,manual,91.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,92.00,DEC-009200,0,,continue,manual,92.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,92.50,DEC-009250,0,,continue,manual,92.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,93.00,DEC-009300,0,,continue,manual,93.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,93.50,DEC-009350,0,,continue,manual,93.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,94.00,DEC-009400,0,,continue,manual,94.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,94.50,DEC-009450,0,,continue,manual,94.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,95.00,DEC-009500,0,,continue,manual,95.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,95.50,DEC-009550,0,,continue,manual,95.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,96.00,DEC-009600,0,,continue,manual,96.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,96.50,DEC-009650,0,,continue,manual,96.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,97.00,DEC-009700,0,,continue,manual,97.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,97.50,DEC-009750,0,,continue,manual,97.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,98.00,DEC-009800,0,,continue,manual,98.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,98.50,DEC-009850,0,,continue,manual,98.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,99.00,DEC-009900,0,,continue,manual,99.00,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,99.50,DEC-009950,0,,continue,manual,99.50,FALSE,TRUE,active
decoration-charge-50c,,,,,FALSE,Amount,100.00,DEC-010000,0,,continue,manual,100.00,FALSE,TRUE,active
